town,slum,localnbc,pid,townid,nbc,oid_1,sluc,u_id,countyid,name,streetaddress,parceloid,nh_gis_id,displayid,SHAPE__Length,slu,objectid,SHAPE__Area
Portsmouth,,118,0292-0135-0000,178,17,,11,178-32597,8,CamaID: 0292-0135-0000,17 WINCHESTER ST,483569,08178-0292-0135-0000,0292-0135-0000,349.04389828291,11,177454,7404.93083891854
Portsmouth,,118,0292-0108-0000,178,17,,11,178-32570,8,CamaID: 0292-0108-0000,54 WINCHESTER ST,483570,08178-0292-0108-0000,0292-0108-0000,499.920910878677,11,177455,15122.0173889917
Portsmouth,,118,0292-0109-0000,178,17,,11,178-32571,8,CamaID: 0292-0109-0000,46 WINCHESTER ST,483571,08178-0292-0109-0000,0292-0109-0000,448.795920943229,11,177456,11346.5825021553
Portsmouth,,118,0292-0112-0000,178,17,,11,178-32574,8,CamaID: 0292-0112-0000,28 WINCHESTER ST,483572,08178-0292-0112-0000,0292-0112-0000,551.028292033071,11,177457,17518.2891244021
Portsmouth,,118,0292-0106-0000,178,17,,11,178-32568,8,CamaID: 0292-0106-0000,10 WINCHESTER ST,483573,08178-0292-0106-0000,0292-0106-0000,382.659097432006,11,177458,8674.2977264037
Portsmouth,,131,0162-0045-0000,178,27,,11,178-35073,8,CamaID: 0162-0045-0000,232 BARTLETT ST,483574,08178-0162-0045-0000,0162-0045-0000,347.291973632331,11,177459,3920.59623136729
Portsmouth,,131,0162-0061-0000,178,27,,11,178-35088,8,CamaID: 0162-0061-0000,85 WOODBURY AVE,483575,08178-0162-0061-0000,0162-0061-0000,523.668916197438,11,177460,12242.6646754089
Portsmouth,,131,0162-0060-0000,178,27,,11,178-35087,8,CamaID: 0162-0060-0000,107 WOODBURY AVE,483576,08178-0162-0060-0000,0162-0060-0000,501.944234083357,11,177461,10079.8001010766
Portsmouth,,118,0293-0004-0000,178,17,,11,178-32689,8,CamaID: 0293-0004-0000,39 MARIETTE DR,483577,08178-0293-0004-0000,0293-0004-0000,719.54226942719,11,177462,17661.9402488973
Portsmouth,,118,0292-0213-0000,178,17,,11,178-32672,8,CamaID: 0292-0213-0000,41 MARIETTE DR,483578,08178-0292-0213-0000,0292-0213-0000,372.189642420029,11,177463,8643.62475147808
Portsmouth,,118,0292-0214-0000,178,17,,11,178-32673,8,CamaID: 0292-0214-0000,43 MARIETTE DR,483579,08178-0292-0214-0000,0292-0214-0000,380.982677283645,11,177464,9067.78120857837
Portsmouth,,118,0292-0219-0000,178,17,,11,178-32678,8,CamaID: 0292-0219-0000,361 OCEAN RD,483580,08178-0292-0219-0000,0292-0219-0000,394.326714129621,11,177465,9800.48170896254
Portsmouth,,118,0292-0211-0000,178,17,,11,178-32670,8,CamaID: 0292-0211-0000,34 MARIETTE DR,483581,08178-0292-0211-0000,0292-0211-0000,388.419608276855,11,177466,9370.0313612037
Portsmouth,,118,0292-0205-0000,178,17,,11,178-32664,8,CamaID: 0292-0205-0000,2 MARIETTE DR,483582,08178-0292-0205-0000,0292-0205-0000,374.495763518467,11,177467,8746.30560426675
Portsmouth,,118,0292-0201-0000,178,17,,11,178-32660,8,CamaID: 0292-0201-0000,5 DENISE ST,483583,08178-0292-0201-0000,0292-0201-0000,374.728291488313,11,177468,8774.02063542573
Portsmouth,,131,0162-0059-0001,178,27,,11,178-35095,8,CamaID: 0162-0059-0001,119 WOODBURY AVE,483584,08178-0162-0059-0001,0162-0059-0001,507.697483165459,11,177469,10831.23658179
Portsmouth,,118,0292-0104-0000,178,17,,11,178-32566,8,CamaID: 0292-0104-0000,11 MARIETTE DR,483585,08178-0292-0104-0000,0292-0104-0000,371.998392992945,11,177470,8647.63738493452
Portsmouth,,204,0162-0032-0000,178,34,,14,178-53466,8,CamaID: 0162-0032-0004,217 BARTLETT ST #4,483586,08178-0162-0032-0000,0162-0032-0004,381.512253275602,14,177471,8910.8488854418
Portsmouth,,131,0162-0059-0000,178,27,,11,178-35086,8,CamaID: 0162-0059-0000,131 WOODBURY AVE,483587,08178-0162-0059-0000,0162-0059-0000,406.582901948947,11,177472,8320.83021250586
Portsmouth,,131,0162-0030-0000,178,27,,12,178-35059,8,CamaID: 0162-0030-0000,241 BARTLETT ST,483588,08178-0162-0030-0000,0162-0030-0000,268.656676791667,12,177473,4117.38489394172
Portsmouth,,121,0260-0065-0000,178,20,,11,178-31320,8,CamaID: 0260-0065-0000,87 MASON AVE,483589,08178-0260-0065-0000,0260-0065-0000,333.427100827929,11,177474,6832.43073159493
Portsmouth,,121,0260-0066-0000,178,20,,11,178-31321,8,CamaID: 0260-0066-0000,71 MASON AVE,483590,08178-0260-0066-0000,0260-0066-0000,362.813897961437,11,177475,8010.58072938822
Portsmouth,,132,0258-0046-0000,178,28,,11,178-31226,8,CamaID: 0258-0046-0000,120 DODGE AVE,483591,08178-0258-0046-0000,0258-0046-0000,530.723478556306,11,177476,16928.3020488007
Portsmouth,,132,0258-0048-0000,178,28,,11,178-31228,8,CamaID: 0258-0048-0000,84 DODGE AVE,483592,08178-0258-0048-0000,0258-0048-0000,458.149441435663,11,177477,12679.8868216696
Portsmouth,,132,0258-0047-0000,178,28,,11,178-31227,8,CamaID: 0258-0047-0000,110 DODGE AVE,483593,08178-0258-0047-0000,0258-0047-0000,430.02186843139,11,177478,11520.8229867666
Portsmouth,,123,0233-0072-0000,178,21,,11,178-30438,8,CamaID: 0233-0072-0000,85 SIMS AVE,483594,08178-0233-0072-0000,0233-0072-0000,394.256011585295,11,177479,9714.19730710698
Portsmouth,,132,0259-0016-0000,178,28,,11,178-31241,8,CamaID: 0259-0016-0000,719 GREENLAND RD,483595,08178-0259-0016-0000,0259-0016-0000,403.070174163047,11,177480,9258.48694269094
Portsmouth,,132,0259-0022-0000,178,28,,11,178-31247,8,CamaID: 0259-0022-0000,4 PRINCETON ST,483596,08178-0259-0022-0000,0259-0022-0000,340.264020790962,11,177481,6248.88247888586
Portsmouth,,304,0259-0025-0000,178,59,,27,178-35734,8,CamaID: 0259-0025-0000,DARTMOUTH ST,483597,08178-0259-0025-0000,0259-0025-0000,397.755327902515,27,177482,8510.34598989499
Portsmouth,,132,0258-0032-0000,178,28,,22,178-31213,8,CamaID: 0258-0032-0000,DARTMOUTH ST,483598,08178-0258-0032-0000,0258-0032-0000,1036.90875751469,22,177483,46707.6258165975
Portsmouth,,121,0258-0033-0000,178,20,,12,178-31214,8,CamaID: 0258-0033-0000,591 GREENLAND RD,483599,08178-0258-0033-0000,0258-0033-0000,697.634240563651,12,177484,29866.6434858451
Portsmouth,,132,0258-0034-0000,178,28,,11,178-31215,8,CamaID: 0258-0034-0000,555 GREENLAND RD,483600,08178-0258-0034-0000,0258-0034-0000,564.813545065137,11,177485,14413.4235537544
Portsmouth,,121,0258-0035-0000,178,20,,11,178-31216,8,CamaID: 0258-0035-0000,551 GREENLAND RD,483601,08178-0258-0035-0000,0258-0035-0000,595.416677754868,11,177486,17830.242183887
Portsmouth,,112,0227-0002-0000,178,12,,27,178-30058,8,CamaID: 0227-0002-0000,JONES AVE,483602,08178-0227-0002-0000,0227-0002-0000,944.71638085974,27,177487,34820.112356188
Portsmouth,,301,0265-0004-0000,178,56,,57,178-35789,8,CamaID: 0265-0004-0000,350 BANFIELD RD,483603,08178-0265-0004-0000,0265-0004-0000,1185.34675301997,57,177488,87771.1864561401
Portsmouth,,302,0245-0004-0000,178,57,,23,178-35661,8,CamaID: 0245-0004-0000,LAFAYETTE RD,483604,08178-0245-0004-0000,0245-0004-0000,717.560535669214,23,177489,19855.629380336
Portsmouth,,123,0241-0019-0000,178,21,,11,178-30750,8,CamaID: 0241-0019-0000,1877 ISLINGTON ST,483605,08178-0241-0019-0000,0241-0019-0000,425.823991316427,11,177490,10884.94524916
Portsmouth,,123,0232-0126-0000,178,21,,11,178-30266,8,CamaID: 0232-0126-0000,210 ESSEX AVE,483606,08178-0232-0126-0000,0232-0126-0000,1573.13024963278,11,177491,136177.252887963
Portsmouth,,103B,0221-0093-0000,178,5,,11,178-29597,8,CamaID: 0221-0093-0000,1066 SOUTH ST,483607,08178-0221-0093-0000,0221-0093-0000,1639.05292496324,11,177492,151590.680411232
Portsmouth,,112,0221-0091-0000,178,12,,22,178-38045,8,CamaID: 0221-0091-0000,SOUTH ST,483608,08178-0221-0091-0000,0221-0091-0000,1629.7406449114,22,177493,151527.308381723
Portsmouth,,304,0221-0092-0000,178,59,,27,178-35415,8,CamaID: 0221-0092-0000,SOUTH ST,483609,08178-0221-0092-0000,0221-0092-0000,1749.0192751168,27,177494,168673.576827678
Portsmouth,,304,0221-002A-0000,178,59,,27,178-35414,8,CamaID: 0221-002A-0000,JONES AVE,483610,08178-0221-002A-0000,0221-002A-0000,2027.10903686326,27,177495,221693.17546819
Portsmouth,,112,0221-0002-0000,178,12,,11,178-29511,8,CamaID: 0221-0002-0000,330 JONES AVE #A,483611,08178-0221-0002-0000,0221-0002-0000,1847.42568926492,11,177496,144935.54878531
Portsmouth,,112,0228-0007-0000,178,12,,27,178-35458,8,CamaID: 0228-0007-0000,JONES AVE,483612,08178-0228-0007-0000,0228-0007-0000,2496.25443369455,27,177497,320575.330822269
Portsmouth,73,111,0206-0034-0000,178,11,,11,178-28656,8,CamaID: 0206-0034-0000,100 CLOUGH DR,483613,08178-0206-0034-0000,0206-0034-0000,1178.3889079172,11-73,177498,83285.5596846386
Portsmouth,,111,0202-0021-0000,178,11,,11,178-28597,8,CamaID: 0202-0021-0000,20 MARTINE COTTAGE RD,483614,08178-0202-0021-0000,0202-0021-0000,1379.69946234596,11,177499,102778.69364759
Portsmouth,,111,0203-0006-0000,178,11,,22,178-28609,8,CamaID: 0203-0006-0000,LITTLE HARBOR RD,483615,08178-0203-0006-0000,0203-0006-0000,735.723236902917,22,177500,26447.5614325685
Portsmouth,,132,0259-0018-0000,178,28,,11,178-31243,8,CamaID: 0259-0018-0000,703 GREENLAND RD,483616,08178-0259-0018-0000,0259-0018-0000,469.714656811247,11,177501,13460.4988333508
Portsmouth,,132,0259-0017-0000,178,28,,11,178-31242,8,CamaID: 0259-0017-0000,707 GREENLAND RD,483617,08178-0259-0017-0000,0259-0017-0000,301.406683946666,11,177502,5053.57958954628
Portsmouth,,132,0258-0052-0000,178,28,,11,178-31232,8,CamaID: 0258-0052-0000,367 GREENLAND RD,483618,08178-0258-0052-0000,0258-0052-0000,513.80874466166,11,177503,13822.0050387055
Portsmouth,,121,0258-0001-0000,178,20,,11,178-31182,8,CamaID: 0258-0001-0000,566 GREENLAND RD,483619,08178-0258-0001-0000,0258-0001-0000,1802.76894453838,11,177504,71022.99860562
Portsmouth,,121,0258-0002-0000,178,20,,11,178-31183,8,CamaID: 0258-0002-0000,580 GREENLAND RD,483620,08178-0258-0002-0000,0258-0002-0000,668.210430753253,11,177505,23729.2404558146
Portsmouth,,121,0258-0003-0000,178,20,,11,178-31184,8,CamaID: 0258-0003-0000,600 GREENLAND RD,483621,08178-0258-0003-0000,0258-0003-0000,730.60009812807,11,177506,28016.8941331629
Portsmouth,,121,0258-0003-0001,178,20,,11,178-31233,8,CamaID: 0258-0003-0001,606 GREENLAND RD,483622,08178-0258-0003-0001,0258-0003-0001,2365.31942914384,11,177507,167838.502058458
Portsmouth,,121,0258-0004-0000,178,20,,11,178-31185,8,CamaID: 0258-0004-0000,628 GREENLAND RD,483623,08178-0258-0004-0000,0258-0004-0000,494.038286390062,11,177508,13914.1784869311
Portsmouth,,121,0258-0022-0000,178,20,,11,178-31203,8,CamaID: 0258-0022-0000,15 DAVIS RD,483624,08178-0258-0022-0000,0258-0022-0000,580.774639358192,11,177509,19978.9668060453
Portsmouth,,121,0258-0023-0000,178,20,,11,178-31204,8,CamaID: 0258-0023-0000,25 DAVIS RD,483625,08178-0258-0023-0000,0258-0023-0000,565.917887190657,11,177510,19933.4611025702
Portsmouth,,121,0258-0027-0000,178,20,,11,178-31208,8,CamaID: 0258-0027-0000,30 DAVIS RD,483626,08178-0258-0027-0000,0258-0027-0000,612.139124518517,11,177511,20701.6443746774
Portsmouth,,121,0258-0028-0000,178,20,,11,178-31209,8,CamaID: 0258-0028-0000,20 DAVIS RD,483627,08178-0258-0028-0000,0258-0028-0000,646.736932112741,11,177512,22133.9523777583
Portsmouth,,121,0258-0029-0000,178,20,,11,178-31210,8,CamaID: 0258-0029-0000,10 DAVIS RD,483628,08178-0258-0029-0000,0258-0029-0000,653.134397665556,11,177513,21830.0450779604
Portsmouth,,121,0258-0031-0000,178,20,,11,178-31212,8,CamaID: 0258-0031-0000,65 GRIFFIN RD,483629,08178-0258-0031-0000,0258-0031-0000,518.959122002207,11,177514,16341.9743734936
Portsmouth,,301,0263-0002-0000,178,56,,57,178-31509,8,CamaID: 0263-0002-0000,GREENLAND RD,483630,08178-0263-0002-0000,0263-0002-0000,2664.60041864445,57,177515,441686.583648882
Portsmouth,,305,0106-0023-0000,178,60,,33,178-37233,8,CamaID: 0106-0023-0000,2 BOW ST,483631,08178-0106-0023-0000,0106-0023-0000,139.069677997264,33,177516,1185.3820142312
Portsmouth,,305,0117-0036-0000,178,60,,33,178-33459,8,CamaID: 0117-0036-0000,80 MARKET ST,483632,08178-0117-0036-0000,0117-0036-0000,188.042478471891,33,177517,1553.00317755695
Portsmouth,,305,0106-0043-0000,178,60,,33,178-37252,8,CamaID: 0106-0043-0000,87 MARKET ST,483633,08178-0106-0043-0000,0106-0043-0000,195.331883913306,33,177518,2379.92235195549
Portsmouth,,305,0106-0005-0000,178,60,,27,178-37710,8,CamaID: 0106-0005-0000,CHAPEL ST,483634,08178-0106-0005-0000,0106-0005-0000,351.609001680638,27,177519,6251.60193458279
Portsmouth,,305,0118-0006-0000,178,60,,33,178-37377,8,CamaID: 0118-0006-0000,100 MARKET ST,483635,08178-0118-0006-0000,0118-0006-0000,470.05217501153,33,177520,13466.480616713
Portsmouth,,305,0116-0028-0000,178,60,,57,178-33395,8,CamaID: 0116-0028-0000,12 FLEET ST,483636,08178-0116-0028-0000,0116-0028-0000,245.967109594034,57,177521,1917.23590526262
Portsmouth,,202,0120-0001-0000,178,32,,14,178-33583,8,CamaID: 0120-0001-0002,448 MARKET ST #2,483637,08178-0120-0001-0000,0120-0001-0002,435.891005745442,14,177522,9260.03765953894
Portsmouth,,304,0102-0026-0000,178,59,,57,178-32902,8,CamaID: 0102-0026-0000,359 MARCY ST,483638,08178-0102-0026-0000,0102-0026-0000,122.853064593595,57,177523,941.533849027993
Portsmouth,,305,0102-0014-0000,178,60,,27,178-37174,8,CamaID: 0102-0014-0000,MARCY ST,483639,08178-0102-0014-0000,0102-0014-0000,182.144784479882,27,177524,1998.46430406111
Portsmouth,,105,0116-0053-0000,178,7,,11,178-33410,8,CamaID: 0116-0053-0000,28 MARK ST,483640,08178-0116-0053-0000,0116-0053-0000,243.901086394958,11,177525,3634.7512049953
Portsmouth,,,,178,,,,,,,,483641,08178-,,627.148755172925,,177526,10668.0694947837
Portsmouth,,103A,0112-0039-0000,178,4,,11,178-33315,8,CamaID: 0112-0039-0000,172 ELWYN AVE,483642,08178-0112-0039-0000,0112-0039-0000,311.521055156708,11,177527,5460.98110451239
Portsmouth,,103A,0112-0041-0000,178,4,,11,178-33317,8,CamaID: 0112-0041-0000,150 ELWYN AVE,483643,08178-0112-0041-0000,0112-0041-0000,324.649498991569,11,177528,5800.66901474896
Portsmouth,,305,0207-0005-0000,178,60,,57,178-28661,8,CamaID: 0207-0005-0000,393 NEW CASTLE AVE,483644,08178-0207-0005-0000,0207-0005-0000,514.483132887137,57,177529,14221.6948565169
Portsmouth,,103B,0221-0062-0000,178,5,,12,178-29570,8,CamaID: 0221-0062-0000,498 BROAD ST,483645,08178-0221-0062-0000,0221-0062-0000,932.325069113381,12,177530,35393.251620918
Portsmouth,,103A,0221-0076-0000,178,4,,11,178-29584,8,CamaID: 0221-0076-0000,153 PINEHURST RD,483646,08178-0221-0076-0000,0221-0076-0000,380.733415598541,11,177531,8997.8781302163
Portsmouth,70,101,0207-0002-0000,178,2,,11,178-28658,8,CamaID: 0207-0002-0000,333 NEW CASTLE AVE,483647,08178-0207-0002-0000,0207-0002-0000,501.228673992824,11-70,177532,12801.3709526209
Portsmouth,,111,0202-0004-0000,178,11,,11,178-28582,8,CamaID: 0202-0004-0000,137 WALKER BUNGALOW RD,483648,08178-0202-0004-0000,0202-0004-0000,598.873190787521,11,177533,19732.4859987746
Portsmouth,,111,0202-0003-0000,178,11,,22,178-28581,8,CamaID: 0202-0003-0000,WALKER BUNGALOW RD,483649,08178-0202-0003-0000,0202-0003-0000,1014.50973541025,22,177534,60854.9533119207
Portsmouth,,103B,0130-0016-0000,178,5,,11,178-33766,8,CamaID: 0130-0016-0000,205 BROAD ST,483650,08178-0130-0016-0000,0130-0016-0000,222.958554683126,11,177535,3086.01952607546
Portsmouth,,103B,0131-0028-0000,178,5,,12,178-33831,8,CamaID: 0131-0028-0000,312 MILLER AVE,483651,08178-0131-0028-0000,0131-0028-0000,450.6563920754,12,177536,11564.3908036134
Portsmouth,,114,0251-0060-0000,178,14,,11,178-31106,8,CamaID: 0251-0060-0000,34 WILSON RD,483652,08178-0251-0060-0000,0251-0060-0000,594.114001327774,11,177537,22741.5926206427
Portsmouth,,120,0251-0075-0000,178,19,,11,178-31121,8,CamaID: 0251-0075-0000,1681 LAFAYETTE RD,483653,08178-0251-0075-0000,0251-0075-0000,427.162270138487,11,177538,11390.8897818133
Portsmouth,,114,0251-0008-0000,178,14,,11,178-31054,8,CamaID: 0251-0008-0000,47 WILSON RD,483654,08178-0251-0008-0000,0251-0008-0000,599.424792170994,11,177539,21730.9517023001
Portsmouth,,125,0231-0012-0000,178,22,,11,178-30100,8,CamaID: 0231-0012-0000,235 HILLSIDE DR,483655,08178-0231-0012-0000,0231-0012-0000,387.465503464039,11,177540,8898.06822064528
Portsmouth,,125,0232-0157-0000,178,22,,11,178-51764,8,CamaID: 0232-0157-0000,40 MARJORIE ST,483656,08178-0232-0157-0000,0232-0157-0000,400.382413494056,11,177541,9646.30749503695
Portsmouth,,104,0169-0007-0000,178,6,,11,178-52273,8,CamaID: 0169-0007-0000,20 SANDERSON DR,483657,08178-0169-0007-0000,0169-0007-0000,539.664017400216,11,177542,15107.3034534862
Portsmouth,,104,0169-0008-0000,178,6,,11,178-52272,8,CamaID: 0169-0008-0000,287 MIDDLE RD,483658,08178-0169-0008-0000,0169-0008-0000,529.560298680691,11,177543,15435.5411943913
Portsmouth,,130,0212-126A-0000,178,26,,11,178-28997,8,CamaID: 0212-126A-0000,244 CRESCENT WAY,483659,08178-0212-126A-0000,0212-126A-0000,372.023221655847,11,177544,6831.31302505324
Portsmouth,,125,0232-0024-0000,178,22,,11,178-30175,8,CamaID: 0232-0024-0000,60 MARJORIE ST,483660,08178-0232-0024-0000,0232-0024-0000,535.705676436174,11,177545,14966.4965822762
Portsmouth,,125,0231-0013-0000,178,22,,11,178-30101,8,CamaID: 0231-0013-0000,233 HILLSIDE DR,483661,08178-0231-0013-0000,0231-0013-0000,388.733071012855,11,177546,8963.04248415473
Portsmouth,,125,0232-0008-0000,178,22,,11,178-30161,8,CamaID: 0232-0008-0000,56 LOIS ST,483662,08178-0232-0008-0000,0232-0008-0000,1082.93192994189,11,177547,42191.1013504458
Portsmouth,,129,0220-0016-0000,178,25,,11,178-29428,8,CamaID: 0220-0016-0000,737 WOODBURY AVE,483663,08178-0220-0016-0000,0220-0016-0000,488.997835967607,11,177548,14939.1154597071
Portsmouth,,129,0220-0016-0001,178,25,,11,178-53306,8,CamaID: 0220-0016-0001,727 WOODBURY AVE,483664,08178-0220-0016-0001,0220-0016-0001,371.968339414266,11,177549,7589.31394686499
Portsmouth,,125,0232-0043-0001,178,22,,11,178-52973,8,CamaID: 0232-0043-0001,3 SYLVESTER ST,483665,08178-0232-0043-0001,0232-0043-0001,323.367827253271,11,177550,6532.25876913786
Portsmouth,,305,0125-0017-0000,178,60,,23,178-37487,8,CamaID: 0125-0017-0000,165 DEER ST,483666,08178-0125-0017-0000,0125-0017-0000,647.924176749374,23,177551,26509.3190351675
Portsmouth,,301,0216-0001-0010,178,56,,33,178-35369,8,CamaID: 0216-0001-0010,155 COMMERCE WAY,483667,08178-0216-0001-0010,0216-0001-0010,2612.39667314447,33,177552,238050.044065625
Portsmouth,,301,0216-0001-0009,178,56,,33,178-35377,8,CamaID: 0216-0001-0009,175 COMMERCE WAY,483668,08178-0216-0001-0009,0216-0001-0009,2702.77273036147,33,177553,177235.676107816
Portsmouth,,301,0213-0001-0000,178,56,,60,178-50550,8,CamaID: 0213-0001-0000,GOSLING ROAD,483669,08178-0213-0001-0000,0213-0001-0000,2598.54940885013,60,177554,401280.278443624
Portsmouth,,301,0215-0001-0000,178,56,,33,178-35354,8,CamaID: 0215-0001-0000,150 GOSLING RD,483670,08178-0215-0001-0000,0215-0001-0000,1118.9193725711,33,177555,59769.881543648
Portsmouth,,125,0232-0012-0000,178,22,,22,178-30164,8,CamaID: 0232-0012-0000,LOIS ST,483671,08178-0232-0012-0000,0232-0012-0000,422.902675160825,22,177556,10437.7710411632
Portsmouth,,125,0232-0023-0000,178,22,,11,178-30174,8,CamaID: 0232-0023-0000,50 MARJORIE ST,483672,08178-0232-0023-0000,0232-0023-0000,322.991211646359,11,177557,6519.58450062623
Portsmouth,,125,0231-0014-0000,178,22,,11,178-30102,8,CamaID: 0231-0014-0000,225 HILLSIDE DR,483673,08178-0231-0014-0000,0231-0014-0000,388.917577448594,11,177558,8962.60105523493
Portsmouth,,125,0231-0015-0000,178,22,,11,178-30103,8,CamaID: 0231-0015-0000,221 HILLSIDE DR,483674,08178-0231-0015-0000,0231-0015-0000,387.870852456639,11,177559,8889.00928474873
Portsmouth,,125,0231-0040-0000,178,22,,11,178-30128,8,CamaID: 0231-0040-0000,220 HILLSIDE DR,483675,08178-0231-0040-0000,0231-0040-0000,391.225417269586,11,177560,9032.62593878534
Portsmouth,,125,0231-0039-0000,178,22,,11,178-30127,8,CamaID: 0231-0039-0000,210 HILLSIDE DR,483676,08178-0231-0039-0000,0231-0039-0000,393.034013457193,11,177561,9136.55535354853
Portsmouth,,305A,0157-0001-0000,178,61,,34,178-37598,8,CamaID: 0157-0001-0000,105 BARTLETT ST,483677,08178-0157-0001-0000,0157-0001-0000,1224.47902675118,34,177562,59454.8801049935
Portsmouth,,105,0136-0030-0000,178,7,,12,178-34108,8,CamaID: 0136-0030-0000,122 AUSTIN ST,483678,08178-0136-0030-0000,0136-0030-0000,404.569626268128,12,177563,7591.64266093478
Portsmouth,,105,0145-0022-0000,178,7,,12,178-34390,8,CamaID: 0145-0022-0000,43 UNION ST,483679,08178-0145-0022-0000,0145-0022-0000,170.818027660871,12,177564,1691.61538561876
Portsmouth,,105,0136-0026-0000,178,7,,12,178-34104,8,CamaID: 0136-0026-0000,60 SUMMER ST,483680,08178-0136-0026-0000,0136-0026-0000,239.598183295439,12,177565,3537.76981792771
Portsmouth,,304,0136-0005-0000,178,59,,57,178-34088,8,CamaID: 0136-0005-0000,39 SUMMER ST,483681,08178-0136-0005-0000,0136-0005-0000,332.38472556771,57,177566,6078.6417623477
Portsmouth,,105,0145-0082-0000,178,7,,12,178-34442,8,CamaID: 0145-0082-0000,176 CABOT ST,483682,08178-0145-0082-0000,0145-0082-0000,277.203418463009,12,177567,4124.46041178086
Portsmouth,,204,0145-0088-0000,178,34,,14,178-38844,8,CamaID: 0145-0088-0001,145 CABOT ST #1,483683,08178-0145-0088-0000,0145-0088-0001,371.384014479292,14,177568,6908.5992358351
Portsmouth,,105,0136-0027-0000,178,7,,11,178-34105,8,CamaID: 0136-0027-0000,72 SUMMER ST,483684,08178-0136-0027-0000,0136-0027-0000,196.797557277685,11,177569,2224.86782717589
Portsmouth,,204,0145-0034-0000,178,34,,14,178-53967,8,CamaID: 0145-0034-0001,410 ISLINGTON ST,483685,08178-0145-0034-0000,0145-0034-0001,846.709239192907,14,177570,39967.2029340702
Portsmouth,,304,0145-0021-0000,178,59,,57,178-34389,8,CamaID: 0145-0021-0000,33 UNION ST,483686,08178-0145-0021-0000,0145-0021-0000,329.343060270403,57,177571,5821.80258428293
Portsmouth,,105,0157-0009-0000,178,7,,12,178-34876,8,CamaID: 0157-0009-0000,439 ISLINGTON ST,483687,08178-0157-0009-0000,0157-0009-0000,194.208157980859,12,177572,2350.76576436122
Portsmouth,,307,0308-0003-0000,178,63,,44,178-37864,8,CamaID: 0308-0003-0000,32 ROCHESTER AVE,483688,08178-0308-0003-0000,0308-0003-0000,1282.5425532604,44,177573,73003.2372264469
Portsmouth,,307,0308-0005-0000,178,63,,57,178-38390,8,CamaID: 0308-0005-0000,75 ROCHESTER AVE,483689,08178-0308-0005-0000,0308-0005-0000,1025.21221588363,57,177574,46629.914793003
Portsmouth,,307,0308-0004-0000,178,63,,44,178-38180,8,CamaID: 0308-0004-0000,7 LEE ST,483690,08178-0308-0004-0000,0308-0004-0000,705.519330262948,44,177575,30503.9501040281
Portsmouth,,301,0236-0076-0000,178,56,,57,178-35523,8,CamaID: 0236-0076-0000,75 LONGMEADOW LN,483691,08178-0236-0076-0000,0236-0076-0000,2593.24084083221,57,177576,173723.055168172
Portsmouth,,129,0237-0047-0000,178,25,,12,178-30676,8,CamaID: 0237-0047-0000,123 WOODLAWN CIR,483692,08178-0237-0047-0000,0237-0047-0000,378.520281798102,12,177577,8769.94119573637
Portsmouth,,129,0236-0078-0000,178,25,,11,178-30628,8,CamaID: 0236-0078-0000,11 MEADOW RD,483693,08178-0236-0078-0000,0236-0078-0000,403.45607402853,11,177578,9459.98218735058
Portsmouth,,129,0236-0077-0000,178,25,,11,178-30627,8,CamaID: 0236-0077-0000,29 MEADOW RD,483694,08178-0236-0077-0000,0236-0077-0000,451.670997810375,11,177579,12673.7608808268
Portsmouth,,129,0236-0071-0000,178,25,,11,178-30622,8,CamaID: 0236-0071-0000,71 MEADOW RD,483695,08178-0236-0071-0000,0236-0071-0000,402.690005717294,11,177580,9542.94056316705
