town,slum,localnbc,pid,townid,nbc,oid_1,sluc,u_id,countyid,name,streetaddress,parceloid,nh_gis_id,displayid,SHAPE__Length,slu,objectid,SHAPE__Area
Portsmouth,73,101,0207-0039-0000,178,2,,11,178-28694,8,CamaID: 0207-0039-0000,244 NEW CASTLE AVE,488694,08178-0207-0039-0000,0207-0039-0000,249.470413220847,11-73,182579,3552.30795683442
Portsmouth,73,101,0101-0055-0000,178,2,,11,178-32849,8,CamaID: 0101-0055-0000,137 NEW CASTLE AVE,488695,08178-0101-0055-0000,0101-0055-0000,290.57087433925,11-73,182580,4824.6073039797
Portsmouth,,304,0101-0022-A000,178,59,,57,178-37173,8,CamaID: 0101-0022-A000,535 MARCY ST,488696,08178-0101-0022-A000,0101-0022-A000,157.053044242827,57,182581,1578.33447012052
Portsmouth,73,101,0101-0043-0000,178,2,,11,178-32837,8,CamaID: 0101-0043-0000,10 HUMPHREYS CT,488697,08178-0101-0043-0000,0101-0043-0000,247.715013100318,11-73,182582,3497.01056420092
Portsmouth,,101,0101-0057-0000,178,2,,11,178-32851,8,CamaID: 0101-0057-0000,508 MARCY ST,488698,08178-0101-0057-0000,0101-0057-0000,236.104958984145,11,182583,3339.5304825257
Portsmouth,,101,0101-0022-0000,178,2,,11,178-32818,8,CamaID: 0101-0022-0000,513 MARCY ST,488699,08178-0101-0022-0000,0101-0022-0000,306.888040250337,11,182584,5010.47945879223
Portsmouth,,101,0101-0016-0000,178,2,,11,178-32812,8,CamaID: 0101-0016-0000,499 MARCY ST,488700,08178-0101-0016-0000,0101-0016-0000,221.408244311645,11,182585,1906.33973155453
Portsmouth,,103B,0221-0069-0000,178,5,,11,178-29577,8,CamaID: 0221-0069-0000,350 BROAD ST,488701,08178-0221-0069-0000,0221-0069-0000,436.279931581922,11,182586,10574.7277255685
Portsmouth,,304,0221-0068-0000,178,59,,57,178-29576,8,CamaID: 0221-0068-0000,366 BROAD ST,488702,08178-0221-0068-0000,0221-0068-0000,792.004133071102,57,182587,36108.5550936421
Portsmouth,,103B,0221-0066-0000,178,5,,11,178-29574,8,CamaID: 0221-0066-0000,410 BROAD ST,488703,08178-0221-0066-0000,0221-0066-0000,763.148660663728,11,182588,28634.6880888506
Portsmouth,,103B,0221-0065-0000,178,5,,11,178-29573,8,CamaID: 0221-0065-0000,434 BROAD ST,488704,08178-0221-0065-0000,0221-0065-0000,885.248753087986,11,182589,41306.3480457516
Portsmouth,,103B,0221-0064-0000,178,5,,11,178-29572,8,CamaID: 0221-0064-0000,458 BROAD ST,488705,08178-0221-0064-0000,0221-0064-0000,690.218404320635,11,182590,17296.5905968238
Portsmouth,,204,0221-0063-0000,178,34,,14,178-53608,8,CamaID: 0221-0063-0001,482 BROAD ST #1,488706,08178-0221-0063-0000,0221-0063-0001,841.098414536045,14,182591,35696.9996122491
Portsmouth,,103B,0221-0061-0000,178,5,,11,178-29569,8,CamaID: 0221-0061-0000,512 BROAD ST,488707,08178-0221-0061-0000,0221-0061-0000,425.755910633423,11,182592,9447.07354584979
Portsmouth,,103B,0221-0060-0000,178,5,,11,178-29568,8,CamaID: 0221-0060-0000,524 BROAD ST,488708,08178-0221-0060-0000,0221-0060-0000,888.284167473133,11,182593,21250.0731580534
Portsmouth,,103B,0221-0031-0000,178,5,,11,178-29539,8,CamaID: 0221-0031-0000,39 SAGAMORE AVE,488709,08178-0221-0031-0000,0221-0031-0000,383.517143224707,11,182594,8449.29247149071
Portsmouth,,103B,0221-0030-0000,178,5,,11,178-29538,8,CamaID: 0221-0030-0000,49 SAGAMORE AVE,488710,08178-0221-0030-0000,0221-0030-0000,355.089851543026,11,182595,7048.03947400369
Portsmouth,,103B,0221-0029-0000,178,5,,11,178-29537,8,CamaID: 0221-0029-0000,73 SAGAMORE AVE,488711,08178-0221-0029-0000,0221-0029-0000,461.062359654762,11,182596,13226.1454881897
Portsmouth,,103B,0221-0028-0000,178,5,,11,178-29536,8,CamaID: 0221-0028-0000,89 SAGAMORE AVE,488712,08178-0221-0028-0000,0221-0028-0000,326.733029113011,11,182597,6174.32351143988
Portsmouth,,103B,0221-0027-0000,178,5,,12,178-29535,8,CamaID: 0221-0027-0000,111 SAGAMORE AVE,488713,08178-0221-0027-0000,0221-0027-0000,443.383500718508,12,182598,12201.0610845974
Portsmouth,,103B,0221-0026-0000,178,5,,11,178-29534,8,CamaID: 0221-0026-0000,125 SAGAMORE AVE,488714,08178-0221-0026-0000,0221-0026-0000,326.347177258097,11,182599,6238.65673663771
Portsmouth,,103B,0221-0025-0000,178,5,,11,178-29533,8,CamaID: 0221-0025-0000,133 SAGAMORE AVE,488715,08178-0221-0025-0000,0221-0025-0000,323.591244266778,11,182600,6086.54049175531
Portsmouth,,103B,0221-0024-0000,178,5,,11,178-29532,8,CamaID: 0221-0024-0000,141 SAGAMORE AVE,488716,08178-0221-0024-0000,0221-0024-0000,327.679075589396,11,182601,6284.07645728284
Portsmouth,,103B,0221-0023-0000,178,5,,11,178-29531,8,CamaID: 0221-0023-0000,161 SAGAMORE AVE,488717,08178-0221-0023-0000,0221-0023-0000,324.06440581292,11,182602,6086.56322770121
Portsmouth,,103B,0221-0022-0000,178,5,,11,178-29530,8,CamaID: 0221-0022-0000,171 SAGAMORE AVE,488718,08178-0221-0022-0000,0221-0022-0000,326.601640656172,11,182603,6205.21989428912
Portsmouth,,103B,0221-0043-0000,178,5,,11,178-29551,8,CamaID: 0221-0043-0000,479 BROAD ST,488719,08178-0221-0043-0000,0221-0043-0000,312.311915000908,11,182604,5719.42192132005
Portsmouth,,103B,0221-0044-0000,178,5,,11,178-29552,8,CamaID: 0221-0044-0000,491 BROAD ST,488720,08178-0221-0044-0000,0221-0044-0000,316.653197992893,11,182605,5931.00284379662
Portsmouth,,103B,0221-0045-0000,178,5,,11,178-29553,8,CamaID: 0221-0045-0000,501 BROAD ST,488721,08178-0221-0045-0000,0221-0045-0000,317.109177232263,11,182606,5953.37700939128
Portsmouth,,103B,0229-006A-0000,178,5,,22,178-30069,8,CamaID: 0229-006A-0000,LAFAYETTE RD,488722,08178-0229-006A-0000,0229-006A-0000,850.143910581012,22,182607,43622.297710151
Portsmouth,,125,0231-0024-0000,178,22,,11,178-30112,8,CamaID: 0231-0024-0000,99 HILLSIDE DR,488723,08178-0231-0024-0000,0231-0024-0000,480.657988486371,11,182608,12540.8540693
Portsmouth,,125,0231-0027-0000,178,22,,11,178-30115,8,CamaID: 0231-0027-0000,75 HILLSIDE DR,488724,08178-0231-0027-0000,0231-0027-0000,440.511975741787,11,182609,11246.6350387769
Portsmouth,,125,0231-0028-0000,178,22,,11,178-30116,8,CamaID: 0231-0028-0000,57 HILLSIDE DR,488725,08178-0231-0028-0000,0231-0028-0000,638.135653811864,11,182610,19243.4255558929
Portsmouth,,125,0231-0029-0000,178,22,,11,178-30117,8,CamaID: 0231-0029-0000,29 HILLSIDE DR,488726,08178-0231-0029-0000,0231-0029-0000,424.223367233007,11,182611,10663.9012996156
Portsmouth,,125,0231-0045-0000,178,22,,11,178-30133,8,CamaID: 0231-0045-0000,3 HILLSIDE DR,488727,08178-0231-0045-0000,0231-0045-0000,516.947961398249,11,182612,15921.1321812335
Portsmouth,,125,0231-0030-0000,178,22,,11,178-30118,8,CamaID: 0231-0030-0000,20 HILLSIDE DR,488728,08178-0231-0030-0000,0231-0030-0000,391.534875481618,11,182613,9092.56792919992
Portsmouth,,125,0231-0034-0000,178,22,,11,178-30122,8,CamaID: 0231-0034-0000,78 HILLSIDE DR,488729,08178-0231-0034-0000,0231-0034-0000,392.651357965636,11,182614,9093.17177426271
Portsmouth,,104,0168-0003-0000,178,6,,11,178-35197,8,CamaID: 0168-0003-0000,171 MONROE ST EXT,488730,08178-0168-0003-0000,0168-0003-0000,358.445533610392,11,182615,7721.60511926746
Portsmouth,,103B,0151-0004-0000,178,5,,11,178-34720,8,CamaID: 0151-0004-0000,1248 SOUTH ST,488731,08178-0151-0004-0000,0151-0004-0000,358.413587643622,11,182616,6003.43245142477
Portsmouth,,103B,0151-0003-0000,178,5,,11,178-34719,8,CamaID: 0151-0003-0000,1246 SOUTH ST,488732,08178-0151-0003-0000,0151-0003-0000,691.239396896585,11,182617,27583.1191463154
Portsmouth,,103B,0230-0013-0000,178,5,,11,178-30082,8,CamaID: 0230-0013-0000,5 JENKINS AVE,488733,08178-0230-0013-0000,0230-0013-0000,493.081468517529,11,182618,14510.2133498008
Portsmouth,,103B,0230-0012-0000,178,5,,11,178-30081,8,CamaID: 0230-0012-0000,1 JENKINS AVE,488734,08178-0230-0012-0000,0230-0012-0000,532.648933158947,11,182619,16439.9593423454
Portsmouth,,104,0168-0023-0000,178,6,,11,178-35216,8,CamaID: 0168-0023-0000,1375 SOUTH ST,488735,08178-0168-0023-0000,0168-0023-0000,363.291850861906,11,182620,7659.83551206467
Portsmouth,,123,0233-0033-0000,178,21,,11,178-30400,8,CamaID: 0233-0033-0000,16 HAMPSHIRE RD,488736,08178-0233-0033-0000,0233-0033-0000,358.513661896104,11,182621,7930.91115543433
Portsmouth,,123,0233-0035-0000,178,21,,11,178-30402,8,CamaID: 0233-0035-0000,13 HAMPSHIRE RD,488737,08178-0233-0035-0000,0233-0035-0000,346.638432909748,11,182622,7425.91664228264
Portsmouth,,123,0232-0151-0000,178,21,,11,178-30290,8,CamaID: 0232-0151-0000,11 HAMPSHIRE RD,488738,08178-0232-0151-0000,0232-0151-0000,343.681166085111,11,182623,7208.14114382963
Portsmouth,,123,0233-0034-0000,178,21,,11,178-30401,8,CamaID: 0233-0034-0000,12 HAMPSHIRE RD,488739,08178-0233-0034-0000,0233-0034-0000,354.787506153388,11,182624,7730.27088991978
Portsmouth,,103B,0151-0020-0000,178,5,,11,178-34733,8,CamaID: 0151-0020-0000,145 LAFAYETTE RD,488740,08178-0151-0020-0000,0151-0020-0000,296.56605635071,11,182625,4836.3379804634
Portsmouth,,103B,0151-0023-0000,178,5,,11,178-34734,8,CamaID: 0151-0023-0000,1247 SOUTH ST,488741,08178-0151-0023-0000,0151-0023-0000,315.690764647699,11,182626,5733.78819981138
Portsmouth,,103B,0151-0024-0000,178,5,,11,178-34735,8,CamaID: 0151-0024-0000,1229 SOUTH ST,488742,08178-0151-0024-0000,0151-0024-0000,580.698063777587,11,182627,18479.2373044449
Portsmouth,,103B,0150-0044-0000,178,5,,11,178-34711,8,CamaID: 0150-0044-0000,29 ORCHARD CT,488743,08178-0150-0044-0000,0150-0044-0000,320.068117450999,11,182628,5381.64077012673
Portsmouth,,103B,0150-0018-0000,178,5,,11,178-34686,8,CamaID: 0150-0018-0000,1151 SOUTH ST,488744,08178-0150-0018-0000,0150-0018-0000,341.568914655607,11,182629,6487.17505196111
Portsmouth,,103B,0150-0020-0000,178,5,,11,178-34688,8,CamaID: 0150-0020-0000,1121 SOUTH ST,488745,08178-0150-0020-0000,0150-0020-0000,361.376451791672,11,182630,7321.09550406572
Portsmouth,,103B,0150-0021-0000,178,5,,11,178-34689,8,CamaID: 0150-0021-0000,1105 SOUTH ST,488746,08178-0150-0021-0000,0150-0021-0000,310.519447319973,11,182631,5904.43609948029
Portsmouth,,103B,0150-0017-0000,178,5,,11,178-34685,8,CamaID: 0150-0017-0000,1157 SOUTH ST,488747,08178-0150-0017-0000,0150-0017-0000,308.5124807169,11,182632,5142.38399053168
Portsmouth,,103B,0230-0001-0000,178,5,,11,178-30070,8,CamaID: 0230-0001-0000,1160 SOUTH ST,488748,08178-0230-0001-0000,0230-0001-0000,1167.60502435008,11,182633,57440.7714553838
Portsmouth,,103B,0150-0016-0000,178,5,,11,178-34684,8,CamaID: 0150-0016-0000,1140 SOUTH ST,488749,08178-0150-0016-0000,0150-0016-0000,493.941516890236,11,182634,11112.1236726815
Portsmouth,,119,0217-0002-1819,178,18,,22,178-29242,8,CamaID: 0217-0002-1819,1 OSPREY DR,488750,08178-0217-0002-1819,0217-0002-1819,368.714559245843,22,182635,8747.81190192295
Portsmouth,,301,0216-0001-0005,178,56,,33,178-35373,8,CamaID: 0216-0001-0005,230 COMMERCE WAY,488751,08178-0216-0001-0005,0216-0001-0005,2411.42971845897,33,182636,241802.099085619
Portsmouth,,303,0238-0016-0000,178,58,,33,178-35532,8,CamaID: 0238-0016-0000,1600 WOODBURY AVE,488752,08178-0238-0016-0000,0238-0016-0000,4977.97858964289,33,182637,694371.944598665
Portsmouth,,303,0239-0003-0000,178,58,,33,178-35538,8,CamaID: 0239-0003-0000,1650 WOODBURY AVE,488753,08178-0239-0003-0000,0239-0003-0000,676.632202724654,33,182638,30107.724928856
Portsmouth,,125,0243-0017-0000,178,22,,27,178-30769,8,CamaID: 0243-0017-0000,SWETT AVE,488754,08178-0243-0017-0000,0243-0017-0000,462.683982612434,27,182639,12158.9958155673
Portsmouth,,303,0216-0003-0000,178,58,,33,178-35366,8,CamaID: 0216-0003-0000,1465 WOODBURY AVE,488755,08178-0216-0003-0000,0216-0003-0000,3902.19386379057,33,182640,865318.630765701
Portsmouth,,303,0215-0013-0000,178,58,,33,178-35362,8,CamaID: 0215-0013-0000,1815 WOODBURY AVE,488756,08178-0215-0013-0000,0215-0013-0000,673.254121184473,33,182641,24524.9991548067
Portsmouth,,303,0215-0012-0000,178,58,,33,178-35361,8,CamaID: 0215-0012-0000,1817 WOODBURY AVE,488757,08178-0215-0012-0000,0215-0012-0000,596.840694071972,33,182642,19423.4363051495
Portsmouth,,303,0215-0011-0000,178,58,,33,178-35360,8,CamaID: 0215-0011-0000,1855 WOODBURY AVE,488758,08178-0215-0011-0000,0215-0011-0000,660.159391936901,33,182643,25620.9475180549
Portsmouth,,204,0124-0014-0000,178,34,,14,178-52546,8,CamaID: 0124-0014-0402,233 VAUGHAN ST #402,488759,08178-0124-0014-0000,0124-0014-0402,680.444110058367,14,182644,20109.1139538315
Portsmouth,,111,0202-0008-0000,178,11,,11,178-28586,8,CamaID: 0202-0008-0000,171 WALKER BUNGALOW RD,488762,08178-0202-0008-0000,0202-0008-0000,665.531599987822,11,182645,23090.3406676557
Portsmouth,,111,0202-0010-0000,178,11,,11,178-28588,8,CamaID: 0202-0010-0000,201 WALKER BUNGALOW RD,488763,08178-0202-0010-0000,0202-0010-0000,617.071096463629,11,182646,21243.508699489
Portsmouth,,206,0209-0023-0000,178,36,,14,178-38470,8,CamaID: 0209-0023-0001,12 CENTRAL AVE #1,488764,08178-0209-0023-0000,0209-0023-0001,630.785158594983,14,182647,20666.4389359154
Portsmouth,,128,0209-0065-0000,178,24,,11,178-28788,8,CamaID: 0209-0065-0000,74 LESLIE DR,488765,08178-0209-0065-0000,0209-0065-0000,378.74313837813,11,182648,8298.56630556887
Portsmouth,,128,0209-0022-0000,178,24,,11,178-28745,8,CamaID: 0209-0022-0000,14 CENTRAL AVE,488766,08178-0209-0022-0000,0209-0022-0000,364.887058283599,11,182649,8159.72481296046
Portsmouth,,128,0209-0004-0000,178,24,,11,178-28731,8,CamaID: 0209-0004-0000,15 CENTRAL AVE,488767,08178-0209-0004-0000,0209-0004-0000,527.887661416498,11,182650,15358.8578412511
Portsmouth,,128,0209-0025-0000,178,24,,11,178-28748,8,CamaID: 0209-0025-0000,140 CUTTS ST,488768,08178-0209-0025-0000,0209-0025-0000,313.457144626109,11,182651,5675.67239876116
Portsmouth,,128,0209-0037-0000,178,24,,11,178-28760,8,CamaID: 0209-0037-0000,91 CUTTS ST,488769,08178-0209-0037-0000,0209-0037-0000,621.338848772949,11,182652,20639.1509208613
Portsmouth,,130,0212-0149-0000,178,26,,11,178-28971,8,CamaID: 0212-0149-0000,87 CRESCENT WAY,488770,08178-0212-0149-0000,0212-0149-0000,300.366205001794,11,182653,5433.26390096559
Portsmouth,,130,0212-0071-0000,178,26,,11,178-28902,8,CamaID: 0212-0071-0000,191 CRESCENT WAY,488771,08178-0212-0071-0000,0212-0071-0000,231.402692140856,11,182654,2450.19265839056
Portsmouth,,305,0119-0002-0000,178,60,,33,178-37990,8,CamaID: 0119-0002-0000,53 GREEN ST,488760,08178-0119-0002-0000,0119-0002-0000,1127.40952151653,33,182655,69129.3019483723
Portsmouth,,111,0202-0006-0000,178,11,,11,178-28584,8,CamaID: 0202-0006-0000,159 WALKER BUNGALOW RD,488761,08178-0202-0006-0000,0202-0006-0000,409.528399707556,11,182656,10439.2711727754
Portsmouth,,301,0219-0063-0000,178,56,,44,178-35402,8,CamaID: 0219-0063-0002,1000 MARKET ST,488772,08178-0219-0063-0000,0219-0063-0002,3963.75977556612,44,182657,777175.32865968
Portsmouth,,128,0210-0013-0000,178,24,,22,178-28819,8,CamaID: 0210-0013-0000,ELM ST,488773,08178-0210-0013-0000,0210-0013-0000,715.079145496248,22,182658,20361.9896104413
Portsmouth,,128,0210-0017-0000,178,24,,27,178-35331,8,CamaID: 0210-0017-0000,CENTRAL ST,488774,08178-0210-0017-0000,0210-0017-0000,262.621263417914,27,182659,4282.41499773401
Portsmouth,,128,0210-0012-0000,178,24,,11,178-28818,8,CamaID: 0210-0012-0000,1 FOREST ST,488775,08178-0210-0012-0000,0210-0012-0000,598.639999329341,11,182660,22939.1187880904
Portsmouth,,128,0210-0018-0000,178,24,,22,178-28822,8,CamaID: 0210-0018-0000,CENTRAL ST,488776,08178-0210-0018-0000,0210-0018-0000,131.571671921344,22,182661,656.702124058177
Portsmouth,,128,0218-0026-0000,178,24,,11,178-29279,8,CamaID: 0218-0026-0000,352 KEARSARGE WAY,488777,08178-0218-0026-0000,0218-0026-0000,608.168148601409,11,182662,22873.8914044569
Portsmouth,,128,0218-0023-0000,178,24,,11,178-29278,8,CamaID: 0218-0023-0000,374 KEARSARGE WAY,488778,08178-0218-0023-0000,0218-0023-0000,385.842904701856,11,182663,9590.48356314123
Portsmouth,,130,0212-0120-0001,178,26,,11,178-28990,8,CamaID: 0212-0120-0001,531 KEARSARGE WAY,488779,08178-0212-0120-0001,0212-0120-0001,186.377695602408,11,182664,1660.5333049392
Portsmouth,,130,0212-0120-0003,178,26,,11,178-28992,8,CamaID: 0212-0120-0003,535 KEARSARGE WAY,488780,08178-0212-0120-0003,0212-0120-0003,166.364360286533,11,182665,968.455516758586
Portsmouth,,130,0212-0120-0005,178,26,,11,178-28994,8,CamaID: 0212-0120-0005,539 KEARSARGE WAY,488781,08178-0212-0120-0005,0212-0120-0005,166.364660637757,11,182666,968.456526210824
Portsmouth,,130,0212-0025-0006,178,26,,11,178-29008,8,CamaID: 0212-0025-0006,600 KEARSARGE WAY,488782,08178-0212-0025-0006,0212-0025-0006,203.05309875635,11,182667,2206.61792912669
Portsmouth,,130,0212-0047-0000,178,26,,11,178-28878,8,CamaID: 0212-0047-0000,95 SARATOGA WAY,488783,08178-0212-0047-0000,0212-0047-0000,271.785669497741,11,182668,2663.50542378698
Portsmouth,,130,0212-0054-0000,178,26,,11,178-28885,8,CamaID: 0212-0054-0000,687 KEARSARGE WAY,488784,08178-0212-0054-0000,0212-0054-0000,243.638133958106,11,182669,3066.68838342454
Portsmouth,,125,0232-0116-0000,178,22,,11,178-30258,8,CamaID: 0232-0116-0000,969 MIDDLE RD,488785,08178-0232-0116-0000,0232-0116-0000,500.312350752222,11,182670,14925.9162500795
Portsmouth,,218,0297-012A-0000,178,47,,14,178-32779,8,CamaID: 0297-012A-0001,3370 LAFAYETTE RD #1,488786,08178-0297-012A-0000,0297-012A-0001,2887.64162505018,14,182671,194936.237459048
Portsmouth,,118,0297-0010-0000,178,17,,11,178-32776,8,CamaID: 0297-0010-0000,3430 LAFAYETTE RD,488787,08178-0297-0010-0000,0297-0010-0000,385.316587840143,11,182672,9203.61659877276
Portsmouth,,119,0292-0234-0000,178,18,,11,178-38070,8,CamaID: 0292-0234-0000,150 NATHANIEL DR,488788,08178-0292-0234-0000,0292-0234-0000,577.040271537988,11,182673,16747.2976150397
Portsmouth,,119,0292-0235-0000,178,18,,11,178-38071,8,CamaID: 0292-0235-0000,140 NATHANIEL DR,488789,08178-0292-0235-0000,0292-0235-0000,507.145309389829,11,182674,15009.5170744871
Portsmouth,,119,0292-0233-0000,178,18,,11,178-38151,8,CamaID: 0292-0233-0000,145 NATHANIEL DR,488790,08178-0292-0233-0000,0292-0233-0000,548.930188586696,11,182675,14175.3041330759
Portsmouth,,118,0292-0216-0000,178,17,,11,178-32675,8,CamaID: 0292-0216-0000,47 MARIETTE DR,488794,08178-0292-0216-0000,0292-0216-0000,541.817874329702,11,182676,15167.5713779453
Portsmouth,,304,0123-0009-0000,178,59,,57,178-33630,8,CamaID: 0123-0009-0000,235 MAPLEWOOD AVE,488791,08178-0123-0009-0000,0123-0009-0000,1256.21517569427,57,182677,55268.6521011796
Portsmouth,,131,0141-0020-0000,178,27,,12,178-34256,8,CamaID: 0141-0020-0000,399 MAPLEWOOD AVE,488792,08178-0141-0020-0000,0141-0020-0000,734.038893344657,12,182678,26013.1032042706
Portsmouth,,129,0209-0086-0000,178,25,,57,178-28809,8,CamaID: 0209-0086-0000,465 MAPLEWOOD AVE,488793,08178-0209-0086-0000,0209-0086-0000,419.595054156115,57,182679,10282.0213769225
Portsmouth,,305,0119-0004-0000,178,60,,23,178-37425,8,CamaID: 0119-0004-0000,MARKET ST,488795,08178-0119-0004-0000,0119-0004-0000,609.755099902294,23,182680,9381.17102969286
Portsmouth,,305,0119-0005-0000,178,60,,44,178-37744,8,CamaID: 0119-0005-0000,555 MARKET ST,488796,08178-0119-0005-0000,0119-0005-0000,6629.28887356001,44,182681,579184.499920343
Portsmouth,,305,0124-0012-0000,178,60,,27,178-37481,8,CamaID: 0124-0012-0000,2A RUSSELL ST,488797,08178-0124-0012-0000,0124-0012-0000,674.22847512233,27,182682,19075.7746969845
Portsmouth,,305,0124-0008-0001,178,60,,33,178-54065,8,CamaID: 0124-0008-0001,145 MAPLEWOOD AVE,488798,08178-0124-0008-0001,0124-0008-0001,832.49928826464,33,182683,42766.967541565
Portsmouth,,118,0293-0005-0003,178,17,,11,178-32738,8,CamaID: 0293-0005-0003,381 OCEAN RD,488799,08178-0293-0005-0003,0293-0005-0003,1124.66548119491,11,182684,52543.5252422165
Portsmouth,,118,0293-0005-0004,178,17,,11,178-32739,8,CamaID: 0293-0005-0004,383 OCEAN RD,488800,08178-0293-0005-0004,0293-0005-0004,1112.91426781121,11,182685,53484.1379884991
Portsmouth,,118,0293-0005-0005,178,17,,11,178-32740,8,CamaID: 0293-0005-0005,385 OCEAN RD,488801,08178-0293-0005-0005,0293-0005-0005,1106.12239937485,11,182686,54151.7552157685
Portsmouth,,,0,178,,,,,,,,488802,08178-0,,112.961452228736,,182687,43.1460702067067
Portsmouth,70,113,0224-0010-0001,178,13,,11,178-29982,8,CamaID: 0224-0010-0001,20 ODIORNE POINT RD,488803,08178-0224-0010-0001,0224-0010-0001,2056.89996299428,11-70,182688,123716.012530097
Portsmouth,,219,0224-0013-0000,178,48,,14,178-53346,8,CamaID: 0224-0013-0007,1177 SAGAMORE AVE #7,488804,08178-0224-0013-0000,0224-0013-0007,954.550881904082,14,182689,56056.7103026224
Portsmouth,,302,0174-0012-0000,178,57,,27,178-35274,8,CamaID: 0174-0012-0000,153 BOYD RD,488805,08178-0174-0012-0000,0174-0012-0000,1105.37979590251,27,182690,54917.9861556936
Portsmouth,,305A,0138-0063-0000,178,61,,44,178-37538,8,CamaID: 0138-0063-0001,361 HANOVER ST #A,488806,08178-0138-0063-0000,0138-0063-0001,1017.0511890223,44,182691,43310.6120644514
Portsmouth,,,,178,,,,,,,,488807,08178-,,1813.56746006207,,182692,185868.333697343
Portsmouth,,305,0121-0001-0000,178,60,,57,178-38058,8,CamaID: 0121-0001-0000,MARKET ST,488808,08178-0121-0001-0000,0121-0001-0000,10498.4132591374,57,182693,371943.63623197
Portsmouth,,129,0219-0003-0001,178,25,,11,178-29356,8,CamaID: 0219-0003-0001,101 OLEARY PL,488809,08178-0219-0003-0001,0219-0003-0001,881.24111520734,11,182694,40733.5889698093
Portsmouth,,118,0293-0005-0001,178,17,,11,178-32736,8,CamaID: 0293-0005-0001,377 OCEAN RD,488810,08178-0293-0005-0001,0293-0005-0001,1187.0920939868,11,182695,54897.0260729692
Portsmouth,,128,0209-0075-0000,178,24,,11,178-28798,8,CamaID: 0209-0075-0000,263 LESLIE DR,488811,08178-0209-0075-0000,0209-0075-0000,333.086747395084,11,182696,6903.04059631187
Portsmouth,,305,0124-0013-0000,178,60,,57,178-37482,8,CamaID: 0124-0013-0000,GREEN ST,488812,08178-0124-0013-0000,0124-0013-0000,780.720953516176,57,182697,12743.079910534
Portsmouth,,305,0119-0003-0000,178,60,,24,178-37743,8,CamaID: 0119-0003-0000,MARKET ST,488813,08178-0119-0003-0000,0119-0003-0000,815.341282968365,24,182698,21532.2886375086
Portsmouth,,304,0122-0009-0000,178,59,,57,178-37747,8,CamaID: 0122-0009-0000,76 NORTHWEST ST,488814,08178-0122-0009-0000,0122-0009-0000,1060.92080532845,57,182699,57600.9526121665
Portsmouth,,131,0141-0028-0000,178,27,,12,178-34263,8,CamaID: 0141-0028-0000,73 NORTHWEST ST,488815,08178-0141-0028-0000,0141-0028-0000,1125.56024972194,12,182700,60177.9501747236
Portsmouth,,128,0209-0061-0000,178,24,,11,178-28784,8,CamaID: 0209-0061-0000,122 LESLIE DR,488816,08178-0209-0061-0000,0209-0061-0000,439.61178363615,11,182701,10752.2322666083
Portsmouth,,128,0209-0060-0000,178,24,,11,178-28783,8,CamaID: 0209-0060-0000,130 LESLIE DR,488817,08178-0209-0060-0000,0209-0060-0000,430.988987192525,11,182702,10676.4825205461
Portsmouth,,131,0122-0007-0000,178,27,,11,178-38237,8,CamaID: 0122-0007-0000,172 NORTHWEST ST,488818,08178-0122-0007-0000,0122-0007-0000,704.360100357981,11,182703,30961.2628890532
Portsmouth,,103B,0133-0034-0000,178,5,,11,178-33928,8,CamaID: 0133-0034-0000,269 WIBIRD ST,488819,08178-0133-0034-0000,0133-0034-0000,408.850214559001,11,182704,7859.97599878746
Portsmouth,,129,0163-0014-0000,178,25,,11,178-35107,8,CamaID: 0163-0014-0000,97 MORNING ST,488820,08178-0163-0014-0000,0163-0014-0000,199.382592136904,11,182705,2316.18994675312
Portsmouth,,131,0163-0013-0000,178,27,,12,178-35106,8,CamaID: 0163-0013-0000,46 WOODBURY AVE,488821,08178-0163-0013-0000,0163-0013-0000,218.324583937933,12,182706,2943.49576756334
Portsmouth,,301,0163-0004-0000,178,56,,57,178-35097,8,CamaID: 0163-0004-0000,150 BARTLETT ST,488822,08178-0163-0004-0000,0163-0004-0000,262.634927048266,57,182707,2540.00475819869
